,Unnamed: 0.1,Unnamed: 0.1.1,hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw
231,231,231,4409.10.40.90,6,Other,Pinus spp.,[ [ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood moldings ] && [ Standard wood molding ] && [ Pine (Pinus spp.) ] && [ ![ End-jointed ] ] ],coniferous;round;rebate;sand;face;PRON edge;pinus spp;pine;mold;standard wood;parquet flooring;groove;strip;friez;wood molding;end;jointed;wood;chamfer;shape;bead;like;tongue,jointed;wood;foregoing;sand;face;PRON edge;end;PRON end
232,232,232,4409.10.45.00,5,Other,,[ [ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood moldings ] && [ Standard wood molding ] && [ ![ Pine (Pinus spp.) ] ] ],jointed;wood;round;mold;PRON edge;coniferous;parquet flooring;wood molding;groove;strip;rebate;chamfer;standard wood;friez;sand;shape;bead;like;face;tongue;end,jointed;wood;foregoing;sand;face;PRON edge;pinus spp;pine;PRON end
233,233,233,4409.10.50.00,4,Other,,[ [ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood moldings ] && [ ![ Standard wood molding ] ] ],jointed;wood;round;mold;PRON edge;coniferous;parquet flooring;wood molding;groove;strip;rebate;chamfer;friez;sand;shape;bead;like;face;tongue;end,jointed;wood;wood molding;foregoing;sand;face;PRON edge;standard wood;PRON end
234,234,234,,3,Wood dowel rods,,[ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood dowel rods ],jointed;wood;round;mold;PRON edge;coniferous;parquet flooring;groove;strip;rebate;chamfer;wood dowel;friez;sand;shape;bead;like;face;tongue;end;dowel rod,jointed;wood;foregoing;sand;face;PRON edge;PRON end
235,235,235,4409.10.60.00,4,Plain,,[ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood dowel rods ] && [ Plain ],coniferous;round;rebate;sand;face;PRON edge;mold;plain;wood dowel;parquet flooring;groove;strip;friez;end;jointed;wood;chamfer;shape;bead;like;tongue;dowel rod,jointed;wood;foregoing;sand;face;PRON edge;PRON end
236,236,236,4409.10.65.00,4,Sanded &&  grooved &&  or otherwise advanced in condition,,[ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood dowel rods ] && [ Sanded &&  grooved &&  or otherwise advanced in condition ],coniferous;round;rebate;sand;face;PRON edge;mold;wood dowel;parquet flooring;groove;strip;friez;end;jointed;wood;chamfer;shape;bead;like;tongue;condition;dowel rod,jointed;wood;foregoing;sand;face;PRON edge;PRON end
237,237,237,4409.10.90,3,Other,,[ [ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ ![ Wood dowel rods ] && ![ Wood moldings ] && ![ Wood flooring ] && ![ Wood siding ] ] ],jointed;wood;round;mold;PRON edge;coniferous;parquet flooring;groove;strip;rebate;chamfer;friez;sand;shape;bead;like;face;tongue;end,jointed;wood;wood molding;foregoing;wood floor;wood siding;wood dowel;sand;face;PRON edge;dowel rod;PRON end
238,238,238,4409.10.90.20,4,Western red cedar,,[ [ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ ![ Wood dowel rods ] && ![ Wood moldings ] && ![ Wood flooring ] && ![ Wood siding ] ] ] && [ Western red cedar ],jointed;wood;round;mold;PRON edge;coniferous;parquet flooring;groove;strip;rebate;chamfer;western red;red cedar;friez;sand;shape;bead;like;face;tongue;end,jointed;wood;wood molding;foregoing;wood floor;wood siding;wood dowel;sand;face;PRON edge;dowel rod;PRON end
239,239,239,4409.10.90.40,4,Other,,[ [ [ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ ![ Wood dowel rods ] && ![ Wood moldings ] && ![ Wood flooring ] && ![ Wood siding ] ] ] && [ ![ Western red cedar ] ] ],jointed;wood;round;mold;PRON edge;coniferous;parquet flooring;groove;strip;rebate;chamfer;friez;sand;shape;bead;like;face;tongue;end,jointed;wood;wood molding;foregoing;wood floor;wood siding;western red;wood dowel;red cedar;sand;face;PRON edge;dowel rod;PRON end
240,240,240,,1,Nonconiferous,,[ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Nonconiferous ],jointed;wood;round;mold;PRON edge;parquet flooring;nonconiferous;groove;strip;rebate;chamfer;friez;sand;shape;bead;like;face;tongue;end,
241,241,241,4409.21,2,Of bamboo,,[ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Nonconiferous ] && [ Of bamboo ],jointed;wood;round;mold;PRON edge;bamboo;parquet flooring;nonconiferous;groove;strip;rebate;chamfer;friez;sand;shape;bead;like;face;tongue;end,
242,242,242,4409.21.05.00,3,Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed,,[ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Nonconiferous ] && [ Of bamboo ] && [ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ],round;foregoing;rebate;sand;face;PRON edge;mold;bamboo;PRON end;parquet flooring;groove;strip;friez;end;jointed;wood;nonconiferous;chamfer;shape;bead;like;tongue,
243,243,243,4409.21.90.00,3,Other,,[ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Nonconiferous ] && [ Of bamboo ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ],jointed;wood;round;mold;PRON edge;bamboo;parquet flooring;nonconiferous;groove;strip;rebate;chamfer;friez;sand;shape;bead;like;face;tongue;end,jointed;wood;foregoing;sand;face;PRON edge;PRON end
244,244,244,4409.22,2,Of tropical wood,,[ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Nonconiferous ] && [ Of tropical wood ],jointed;wood;round;mold;PRON edge;tropical wood;parquet flooring;nonconiferous;groove;strip;rebate;chamfer;friez;sand;shape;bead;like;face;tongue;end,
245,245,245,4409.22.05,3,Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed,,[ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Nonconiferous ] && [ Of tropical wood ] && [ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ],round;foregoing;rebate;sand;face;PRON edge;mold;PRON end;parquet flooring;groove;strip;friez;end;jointed;wood;tropical wood;nonconiferous;chamfer;shape;bead;like;tongue,
246,246,246,,4,Wood flooring (end-matched),,[ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Nonconiferous ] && [ Of tropical wood ] && [ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] && [ Wood flooring (end-matched) ],round;foregoing;rebate;sand;face;PRON edge;mold;PRON end;parquet flooring;groove;strip;friez;wood flooring;end;jointed;wood;tropical wood;nonconiferous;chamfer;shape;bead;like;match;tongue,
247,247,247,4409.22.05.15,5,Jatoba (Hymenaea spp.) &&  also known as Brazilian Cherry,Hymenaea spp.,[ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Nonconiferous ] && [ Of tropical wood ] && [ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] && [ Wood flooring (end-matched) ] && [ Jatoba (Hymenaea spp.) &&  also known as Brazilian Cherry ],round;foregoing;rebate;brazilian cherry;sand;face;PRON edge;mold;PRON end;jatoba;parquet flooring;groove;strip;friez;wood flooring;hymenaea spp;end;jointed;wood;tropical wood;nonconiferous;chamfer;shape;bead;like;match;tongue,
248,248,248,4409.22.05.25,5,Ipe (Tabebuia spp.) &&  also known as Tahibo &&  LaPacho &&  Brazilian walnut &&  && Patagonian walnut,Tabebuia spp.,[ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Nonconiferous ] && [ Of tropical wood ] && [ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] && [ Wood flooring (end-matched) ] && [ Ipe (Tabebuia spp.) &&  also known as Tahibo &&  LaPacho &&  Brazilian walnut &&  && Patagonian walnut ],round;foregoing;tabebuia spp;rebate;patagonian walnut;sand;brazilian walnut;face;PRON edge;mold;PRON end;parquet flooring;groove;strip;friez;wood flooring;end;lapacho;jointed;wood;tropical wood;nonconiferous;chamfer;tahibo;shape;bead;like;match;tongue,
249,249,249,4409.22.05.35,5,Santos' mahogany (Myroxylon balsamum) &&  also known as Cabreuva,Myroxylon balsamum,[ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Nonconiferous ] && [ Of tropical wood ] && [ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] && [ Wood flooring (end-matched) ] && [ Santos' mahogany (Myroxylon balsamum) &&  also known as Cabreuva ],round;foregoing;rebate;sand;balsamum;face;PRON edge;santos;mold;PRON end;parquet flooring;groove;strip;friez;wood flooring;end;cabreuva;jointed;wood;tropical wood;nonconiferous;mahogany;chamfer;shape;bead;like;match;tongue,
