Clibadium alatum
Lepinia taitensis
Podocarpus elongatus
Cytisus aeolicus
Sorbus obtusifolia
Magnolia cespedesii
Vatica compressa
Phylloxylon perrieri
Ficus lateriflora
Blakea hispida
Centaurea rhizocalathium
Pittosporum turneri
Aspidostemon lucens
Aloe gillettii
Hernandia catalpifolia
Tillandsia emergens
Miconia dielsii
Cylindrocline commersonii
Syzygium palghatense
Anthurium resectum
Droogmansia scaettaiana
Ledermanniella linearifolia
Cupressus chengiana
Aglaia malaccensis
Milicia excelsa
Draba spruceana
Impatiens morsei
Pistacia vera
Ranunculus weyleri
Garcinia holttumii
Shorea superba
Coffea kimbozensis
Siparuna campii
Maytenus arbutifolia
Shorea congestiflora
Pimpinella lazica
Liparis goodyeroides
Pimenta hispaniolensis
Uvariopsis korupensis
Cynanchum stenospira
Paraboea amplifolia
Ranunculus ololeucos
Sarcaulus inflexus
Adenia racemosa
Myrsine petiolata
Pavetta lynesii
Buxus vahlii
Mimosa townsendii
Cleistanthus parvifolius
Dypsis robusta
Kayea macrophylla
Artocarpus blancoi
Bothriocline nyungwensis
Citronella mucronata
Diplycosia pilosa
Elaphandra pastazensis
Pitcairnia juzepczukii
Pittosporum ornatum
Carex vaginata
Peperomia rubropunctulata
Shorea laevis
Xylosma capillipes
Taxillus wiensii
Camellia viridicalyx
Lotus jacobaeus
Crossothamnus gentryi
Passiflora subpurpurea
Cleistocactus ayopayanus
Salacia villiersii
Kokoona bakoensis
Palicourea candida
Pourouma oraria
Xenophyllum acerosum
Eleocharis macrostachya
Cyanea leptostegia
Nasa loxensis
Ditassa anderssonii
Rhopalocarpus randrianaivoi
Aloe crassipes
Euphorbia aristata
Sorbus balatonica
Mauria killipii
Ceratozamia norstogii
Libocedrus yateensis
Cola duparquetiana
Diastema gymnoleuca
Mauria membranifolia
Physalis pennellii
Chrysophyllum euryphyllum
Astragalus stevenianus
Memecylon magnifoliatum
Psychotria grantii
Vriesea lutheri
Chuquiraga arcuata
Gladiolus bojeri
Nectandra apiculata
Neuburgia macrocarpa
Alstonia pneumatophora
Vateria macrocarpa
Benthamia praecox
Miconia laxa
Gmelina hainanensis
Dioscorea gillettii
Monnina equatoriensis
Combretocarpus rotundatus
Diospyros chrysophyllos
Dracaena rubroaurantiaca
Crotalaria bosseri
Dysoxylum angustifolium
Justicia niokolo-kobae
Begonia sparreana
Buchanania platyneura
Bulbophyllum stabile
Melicope balloui
Mormodes auriculata
Plocama pendula
Psychotria njumei
Sinapidendron frutescens
Drypetes andamanica
Crotalaria collina
Homalium rubrocostatum
Peperomia septentrionalis
Pedicularis sanguilimbata
Symplocos coronata
Brownlowia kleinhovioidea
Miconia castillensis
Xyris sanguinea
Cryptotaenia flahaultii
Stemonoporus gilimalensis
Juniperus phoenicea
Acanthophoenix rubra
Eremospatha quinquecostulata
Aloe brunneostriata
Myristica incredibilis
Diplodiscus scortechinii
Shorea macroptera
Barleria richardsiae
Myosotis daralaghezica
Artemisia oelandica
Pholidota chinensis
Agelanthus keilii
Myrceugenia fernandeziana
Echinocereus pulchellus
Persea sessilis
Thalia pavonii
Salvia leucocephala
Piper disparipilum
Delpydora macrophylla
Abrus sambiranensis
Asarum tabatanum
Mimusops riparia
Tinospora orophila
Euphorbia cussonioides
Goniothalamus rhynchantherus
Shorea parvifolia
Annona hystricoides
Eschweilera rabeliana
Typha latifolia
Eschweilera jacquelyniae
Araucaria schmidii
Begonia stellata
Dypsis caudata
Corynopuntia bulbispina
Nepenthes ovata
Opuntia megarrhiza
Colpothrinax wrightii
Cycas multipinnata
Paphiopedilum wardii
Guioa normanbiensis
Sorbus pannonica
Dipterocarpus cuspidatus
Coffea humilis
Magnolia krusei
Dianthus raddeanus
Dryopteris raddeana
Schiedea kaalae
Galium fosbergii
Calyptranthes umbelliformis
Pseudospondias hirsuta
Trigonostemon cherrieri
Calycorectes duarteanus
Alyxia taiwanensis
Diplotaxis varia
Ephedra tilhoana
Euphorbia epiphylloides
Dianthus serotinus
Prumnopitys standleyi
Myosotis laxa
Sophora raivavaeensis
Brassica incana
Floscopa axillaris
Gnidia bojeriana
Miconia rimbachii
Tapirira bethanniana
Epidendrum fusiforme
Palicourea azurea
Acer palmatum
Piper densiciliatum
Labordia triflora
Bulbostylis clarkeana
Ilex tolucana
Minuartia daralagexica
Cyperus densibulbosus
Cronquistianthus niveus
Vriesea limonensis
Sclerocactus uncinatus
Cypripedium lentiginosum
Helianthus atrorubens
Actiniopteris kornasii
Gentiana acaulis
Oreorchis sanguinea
Pearcea bilabiata
Elatine brochonii
Eriocaulon stipantepalum
Papaver gorgoneum
Phragmipedium andreettae
Pinus albicaulis
Inula perrieri
Pilea jamesonia
Zamia lecointei
Aniba percoriacea
Cedrela odorata
Acer amplum
Ilex grandiflora
Mentha requienii
Syzygium sylvestre
Anthurium magnifolium
Pisonia margaretiae
Sorbus borosiana
Licania morii
Euphorbia kuriensis
Pilosocereus gounellei
Peperomia rupicola
Combretum rochetianum
Emilia cryptantha
Gonolobus tobagensis
Potamogeton coloratus
Calamagrostis steyermarkii
Amanoa anomala
Anthurium plurisulcatum
Chassalia albiflora
Abies magnifica
Adelobotrys panamensis
Sorbus seyboldiana
Verbesina brachypoda
Coprosma glabrata
Magnolia xinganensis
Mikania seemannii
Verbascum decursivum
Meriania grandiflora
Dracaena tamaranae
Knema piriformis
Allium integerrimum
Adenia schliebenii
Adenocarpus gibbsianus
Lefebvrea camerunensis
Solanum semicoalitum
Frailea gracillima
Linaria fallax
Dypsis mocquerysiana
Rhynchosia nitida
Toxicodendron delavayi
Astrocaryum alatum
Magnolia tarahumara
Allium koenigianum
Sorbus rhodanthera
Aniba rosodora
Tetrameles nudiflora
Samyda villosa
Myristica tamrauensis
Siliquamomum tonkinense
Anagallis kochii
Phragmipedium exstaminodium
Dissotis aprica
Wolffia arrhiza
Palicourea cornigera
Miconia namandensis
Cola philipi-jonesii
Symplocos subandina
Astragalus inyoensis
Pseudobombax millei
Octolepis dioica
Solenanthus albanicus
Stuhlmannia moavi
Limonium mouretii
Monotagma rudanii
Crossandra quadridentata
Peperomia glandulosa
Triplaris setosa
Aristolochia delavayi
Crotonogyne strigosa
Asteropeia amblyocarpa
Mitriostigma monocaule
Pancheria reticulata
Teucrium turredanum
Acmella leucantha
Hatiora gaertneri
Nectandra leucocome
Pulsatilla vernalis
Wettinia longipetala
Viola rupestris
Elaeagnus mollis
Eugenia longicuspis
Memecylon discolor
Elaphoglossum muriculatum
Spergularia doumerguei
Calvoa stenophylla
Indigofera mwanzae
Hydrostachys multifida
Paphiopedilum javanicum
Oxera macrocalyx
Pleuropetalum darwinii
Breonia cuspidata
Peperomia scutellariifolia
Ocotea viridiflora
Anthurium quinquesulcatum
Dypsis remotiflora
Ardisia scheryi
Alnus nitida
Rhipsalis oblonga
Tectaria subrepanda
Magnolia platyphylla
Anthurium nitens
Magnolia wilsonii
Mandragora autumnalis
Helichrysum nicolai
Magnolia bintuluensis
Solanum hypermegethes
Knema stenophylla
Aeranthes tropophila
Crotalaria calva
Pentace excelsa
Encephalartos msinganus
Eleocharis lepta
Diplazium laffanianum
Podorungia serotina
Siparuna eggersii
Hydrostachys monoica
Camellia melliana
Pseudosabicea pedicellata
Nasa tabularis
Deutzia yaeyamensis
Diospyros kotoensis
Schoenus deformis
Mammillaria duwei
Pepinia verrucosa
Clitoria brachystegia
Guevaria loxensis
Madhuca neriifolia
Polystachya farinosa
Aldrovanda vesiculosa
Carex leptalea
Ornithogalum hyrcanum
Magnolia caricifragrans
Cussetia carinata
Sonchus gandogeri
Schinus paraguariensis
Selenipedium palmifolium
Weinmannia exigua
Cephalocereus senilis
Diaphananthe bueae
Isoetes prototypus
Bromus bromoideus
Kickxia elegans
Callithamnion ecuadoreanum
Nepenthes mikei
Rinorea ulmifolia
Camellia formosensis
Tephrocactus bonnieae
Betula lenta
Brachystelma exile
Echidnopsis insularis
Carnegiea gigantea
Allium czelghauricum
Opuntia macrocentra
Paphiopedilum bougainvilleanum
Antimima radicans
Pradosia decipiens
Homalium polystachyum
Xyris grisebachii
Acropogon grandiflorus
Elaeocarpus brigittae
Magnolia sinostellata
Stemonoporus gardneri
Wrightia viridiflora
Cycas segmentifida
Hopea wyatt-smithii
Astragalus subalpinus
Hydnocarpus humei
Ferocactus haematacanthus
Abrus madagascariensis
Homalium buxifolium
Carex prasina
Sorbus karpatii
Strychnos elaeocarpa
Pradosia glaziovii
Acropogon margaretae
Phyllostegia lydgatei
Duosperma trachyphyllum
Entada louvelii
Allium schoenoprasum
Myrsine sodiroana
Schumacheria alnifolia
Allium macedonicum
Dianthus cintranus
Uvaria puguensis
Monticalia microdon
Anthurium jaramilloi
Vulpia octoflora
Aglaia mackiana
Dillenia ferruginea
Cryptocarya beddomei
Cyperus schimperianus
Begonia oellgaardii
Cheirolophus crassifolius
Blysmus compressus
Dipterocarpus lamellatus
Heliconia brenneri
Pittosporum mackeei
Stuckenia pectinata
Nepenthes murudensis
Phyllanthus marojejiensis
Brunellia macrophylla
Hymenodictyon seyrigii
Protea aurea
Tessmannianthus cereifolius
Clusia croatii
Cadia pubescens
Amomum schlechteri
Psoralea reverchonii
Cleistocactus xylorhizus
Zamia tuerckheimii
Cyperus pangorei
Corylus yunnanensis
Sagittaria lichuanensis
Mapania seychellaria
Barbosella geminata
Clethra coloradensis
Ilex syzygiophylla
Jatropha divaricata
Aglaia australiensis
Manettia nubigena
Dalea sabinalis
Ternstroemia penangiana
Eleocharis schlechteri
Myrtillocactus eichlamii
Dendroseris gigantea
Cheirolophus junonianus
Agonandra loranthoides
Carex iraqensis
Limonium cymuliferum
Myristica coacta
Sclerocactus mesae-verdae
Silene hifacensis
Tragopogon armeniacus
Piper poscitum
Elaphoglossum sodiroi
Carex lurida
Isoetes lacustris
Dianthus charadzeae
Ledermanniella schlechteri
Allium bornmuelleri
Scalesia microcephala
Polyspora ceylanica
Xylosma obovatum
Kyllinga nemoralis
Typhonium vermiforme
Polyscias bisattenuata
Picea obovata
Eria bhutanica
Medicago heterocarpa
Diospyros atrata
Pinus dabeshanensis
Vatica havilandii
Banara wilsonii
Bulbophyllum jumelleanum
Leptodesmia bojeriana
Pseudolaingia hancockii
Hederopsis maingayi
Sorbus gayeriana
Eugenia rotundata
Tsuga forrestii
Zannichellia melitensis
Illicium griffithii
Dielsantha galeopsoides
Mangifera macrocarpa
Xanthosoma eggersii
Spirotecoma apiculata
Ballochia rotundifolia
Tournefortia obtusiflora
Passiflora trochlearis
Encephalartos septentrionalis
Drosera rotundifolia
Uncinia leptostachya
Rytigynia ruwenzoriensis
Bothriocline nyiruensis
Erato sodiroi
Mimosa ramentacea
Beta hybrida
Bursera tonkinensis
Coursetia cajamarcana
Streptocarpus stomandrus
Centauropsis decaryi
Lysipomia crassomarginata
Peperomia porphyridea
Inversodicraea boumiensis
Rinorea longistipulata
Elaeocarpus pustulatus
Markea fosbergii
Euphorbia neohumbertii
Pavetta linearifolia
Dendroseris neriifolia
Sideroxylon ibarrae
Staurogyne kamerunensis
Crotalaria schliebenii
Schiedea perlmanii
Camellia luteoflora
Encephalartos relictus
Graffenrieda grandifolia
Sorbus meinichii
Cycas riuminiana
Aristea angustifolia
Geranium exallum
Cratylia bahiensis
Campanula mairei
Nesoluma polynesicum
Aspalathus prostrata
Litsea imbricata
Parashorea chinensis
Hibiscus fragilis
Huntleya vargasii
Guarea crispa
Pouteria danikeri
Saccharum viguieri
Magnolia virolinensis
Pterostylis hispidula
Schistostephium oxylobum
Coleanthus subtilis
Clematis trichotoma
Cyperus ankaratrensis
Celtis balansae
Corryocactus quadrangularis
Allium makrianum
Eugenia microcarpa
Guettardella sp.
Impatiens omeiana
Gilletiodendron glandulosum
Jungia crenatifolia
Mammillaria blossfeldiana
Riccia atlantica
Salix raupii
Crataegus ambigua
Freziera suberosa
Oncella curviramea
Poecilanthe parviflora
Centropogon sodiroanus
Rothmannia annae
Biophytum heinrichsae
Antirrhinum lopesianum
Delissea kauaiensis
Dioscorea sambiranensis
Doerpfeldia cubensis
Elaphoglossum nervosum
Plectranthus gibbosus
Dyschoriste sallyae
Stipa veneta
Aloe retrospiciens
Echidnopsis milleri
Mouretia tonkinensis
Schiedea amplexicaulis
Garcinia epunctata
Ledermanniella bifurcata
Lupinus argenteus
Callitriche bolusii
Garcinia acuminata
Miliusa nilagirica
Rotala floribunda
Aponogeton decaryi
Rubus zangezurus
Dendriopoterium menendezii
Semecarpus riparia
Justicia petterssonii
Pericallis hadrosoma
Zygophlebia eminens
Gongrospermum philippinense
Pseudotaxus chienii
Diospyros crumenata
Ardisia byrsonimae
Weinmannia laurina
Lindernia minima
Heritiera parvifolia
Artemisia campestris
Calligonum paletzkianum
Polystachya fischeri
Beilschmiedia preussii
Schinus gracilipes
Endiandra scrobiculata
Thymus mastichina
Huperzia talpiphila
Tabernaemontana cumata
Triticum turgidum
Agathis macrophylla
Madhuca longistyla
Chazaliella obanensis
Psephellus galushkoi
Ceropegia rhynchantha
Phycolepidozia exigua
Trichilia discolor
Ilex glabella
Phyllanthus unifoliatus
Lithodora nitida
Oreopanax impolitus
Caryocar costaricense
Vatica soepadmoi
Sorbus amici-petri
Tessmannianthus carinatus
Oryza schlechteri
Potentilla silesiaca
Myristica ultrabasica
Ravenea albicans
Maniltoa peekelii
Shorea agami
Chamaedorea foveata
Apium graveolens
Euphorbia herman-schwartzii
Callithamnion epiphyticum
Elaeocarpus calomala
Magnolia banghamii
Guioa malukuensis
Geissanthus vanderwerffii
Uvaria tanzaniae
Euonymus angulatus
Cupressus montana
Rotala robynsiana
Allophylus agbala
Calophyllum collinum
Basselinia porphyrea
Bomarea graminifolia
Miconia ascendens
Coreopsis rosea
Vanda scandens
Lepanthes applanata
Astragalus bobrovii
Dioon merolae
Podocarpus nivalis
Begonia sodiroi
Diospyros lolinopsis
Polysphaeria macrantha
Astronidium victoriae
Eulophia coddii
Polygala helenae
Ribes lehmannii
Saxifraga valdensis
Syzygium microphyllum
Lobelia gaudichaudii
Brunellia subsessilis
Crambe microcarpa
Psychotria pseudoplatyphylla
Eleocharis geniculata
Rondeletia buxifolia
Cyanea kolekoleensis
Opuntia triacantha
Shorea ovalifolia
Portulaca sclerocarpa
Asparagus aphyllus
Chrysophyllum albipilum
Caladenia catenata
Micromeria leucantha
Myristica lepidota
Ocotea lancilimba
Dysosma tsayuensis
Camellia impressinervis
Physalis angustior
Radiogrammitis cheesemanii
Corynopuntia reflexispina
Quercus arkansana
Pouteria areolatifolia
Nectandra citrifolia
Phyllanthus cryptophilus
Peperomia espinosae
Spergularia marina
Genista lucida
Cypripedium farreri
Ranunculus reptans
Anoectochilus koshunensis
Xyris subsetigera
Saurauia magnifica
Pilosocereus mollispinus
Halenia taruga-gasso
Sorbus cambrensis
Amorphophallus preussii
Ochna beirensis
Warneckea ngutiensis
Turbinicarpus subterraneus
Annona spraguei
Plantago malato-belizii
Platanthera yadonii
Cycas shanyaensis
Gunnera aequatoriensis
Coryphantha pulleineana
Sorbus dracofolia
Areca parens
Dendropanax oligodontus
Euphorbia lophogona
Amorphophallus curvistylis
Allium carmeli
Bhesa robusta
Cycas wadei
Monodora hastipetala
Gymnosiphon usambaricus
Mezoneuron baudouinii
Petrobium arboreum
Ocotea basicordatifolia
Nepenthes albomarginata
Phyllostylon orthopterum
Ansellia africana
Empogona concolor
Rhopalocarpus louvelii
Coptis teeta
Clusia dukei
Mangifera sumbawaensis
Hemipilia henryi
Shorea flaviflora
Prunus choreiana
Myristica agusanensis
Phaedranassa glauciflora
Podocarpus rotundus
Shorea assamica
Centropogon papillosus
Sorbus sellii
Deinbollia rambaensis
Pearcea schimpfii
Cupaniopsis napaensis
Opuntia pusilla
Abies yuanbaoshanensis
Diospyros candolleana
Nepenthes northiana
Syzygium phyllyraeoides
Pinus pringlei
Plerandra elongata
Agropyron dasyanthum
Brunellia almaguerensis
Schmardaea microphylla
Cinnamomum chemungianum
Cyperus cancrorum
Angraecum obesum
Aechmea kleinii
Palaquium luzoniense
Abies macrocarpa
Joosia macrocalyx
Acmadenia faucitincta
Prunus domestica
Rhamnus integrifolia
Aspalathus candicans
Megaleranthis saniculifolia
Pritchardia affinis
Myristica leptophylla
Clermontia hawaiiensis
Clitoria woytkowskii
Spathandra barteri
Trilepisium gymnandrum
Zamia roezlii
Shorea palembanica
Justicia attenuifolia
Ulmus glabra
Rudgea crassifolia
Philippia nyassana
Isonema bucholzii
Dyckia braunii
Myristica longipetiolata
Cionosicys pomiformis
Gagea lusitanica
Araucaria araucana
Podocarpus lophatus
Paphiopedilum malipoense
Magnolia ashtonii
Swietenia macrophylla
Cryptocarya bitriplinervia
Carex arapahoensis
Hohenbergiopsis guatemalensis
Protium correae
Clavija subandina
Cyanella aquatica
Livistona robinsoniana
Schoenoplectus acutus
Mastigostyla orurensis
Osmoxylon mariannense
Anthurium brittonianum
Cleidiocarpon laurinum
Euphorbia vulcanii
Aralia debilis
Barleria laeta
Benthamia calceolata
Aloe albovestita
Nopalea cochenillifera
Ptychopyxis triradiata
Panicum acostia
Rhaptopetalum belingense
Rondeletia rohrii
Cleistocactus hystrix
Heliconia willisiana
Alseodaphne rugosa
Scalesia retroflexa
Tabebuia impetiginosa
Warneckea maritima
Zanthoxylum chevalieri
Podorungia humblotii
Trifolium bobrovii
Rebutia vasqueziana
Weberocereus frohningiorum
Quercus tardifolia
Sorbus croceocarpa
Vitis vinifera
Angraecum humbertii
Centemopsis longipedunculata
Schefflera apiculata
Bottegoa insignis
Stenostomum coriaceum
Peperomia aphanoneura
Ixora calycina
Cheirodendron dominii
Myristica perlaevis
Coccoloba troyana
Picea martinezii
Phyllanthus aeneus
Crotalaria mentiens
Calophyllum parvifolium
Dypsis angustifolia
Hopea vaccinifolia
Neea amplexicaulis
Oxalis rufescens
Polypleurum erectum
Ceramium prostratum
Callicarpa ampla
Portulaca samhaensis
Diospyros acuta
Salicornia veneta
Coccoloba cholutecensis
Cyanea kuhihewa
Quassia sanguinea
Liquidambar styraciflua
Macrozamia crassifolia
Epidendrum hombersleyi
Lactuca cyprica
Camellia ilicifolia
Indigofera verruculosa
Magnolia dealbata
Centaurea borjae
Hordeum erectifolium
Podospermum grigoraschvilii
Schima pulgarensis
Topobea pascoensis
Pereskia quisqueyana
Homalium undulatum
Hypnodontopsis apiculata
Corypha microclada
Carlina onopordifolia
Quararibea pterocalyx
Stemonoporus revolutus
Coryphantha retusa
Echinacanthus longipes
Justicia sulphuriflora
Nepenthes angasanensis
Pavetta rwandensis
Bhutanthera albosanguinea
Lunania racemosa
Reutealis trisperma
Rhododendron myrtifolium
Cussonia bancoensis
Brachionidium capillare
Holmskioldia gigas
Amphiblemma lanceatum
Fordia incredibilis
Magnolia santanderiana
Terminalia haroldii
Geniostoma fatuivense
Adiantum capillus-veneris
Brazzeia longipedicellata
Festuca paucispicula
Zornia songeensis
Xylosma molestum
Bomarea longipes
Vicia qatmensis
Brachyotum fraternum
Barleria splendens
Woodsia pulchella
Heliotropium anderssonii
Encephalartos barteri
Mammillaria deherdtiana
Micronychia bemangidiensis
Elaphoglossum cinereum
Helichrysum brownei
Dipterocarpus conformis
Quercus tomentella
Solanum ternifolium
Chamaedorea cataractarum
Cyathula fernando-poensis
Tabebuia shaferi
Monnina chimborazeana
Erica andevalensis
Eragrostis conertii
Phyllostegia renovans
Pararistolochia preussii
Isatis arnoldiana
Dacryodes kostermansii
Calandrinia galapagosa
Picea complanata
Litsea iteodaphne
Raphia longiflora
Cunonia deplanchei
Wagenitzia lancifolia
Cordia subcordata
Mutisia microneura
Cynorkis tenerrima
Gynoxys baccharoides
Lithocarpus crassinervius
Maackia taiwanensis
Miconia scutata
Picea smithiana
Cycas calcicola
Clusia intertexta
Piper perstrigosum
Vavaea bantamensis
Xylopia richardii
Alstonia annamensis
Chorisochora striata
Costus geothyrsus
Protium inconforme
Austrobuxus cracens
Cyphosperma trichospadix
Mammillaria flavicentra
Ruprechtia apetala
Sphaerolobium pubescens
Schefflera kontumensis
Paphiopedilum hookerae
Pseudotsuga brevifolia
Homalanthus polyandrus
